feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,y
1.4768158563260299,0.2587698052439216,0.47337303514142914,-0.5791912720237321,0.6376058122312086,0.13556341641470915,1.1384837469715223,0.7285186435145362,1.0
1.7507718972144954,-0.46458107811561833,0.4001361598771681,-0.9156765819385061,-0.19692180799688955,-0.6300249795338944,0.9608311057815538,0.7319555025098458,1.0
-0.7783280588508132,0.04600274725327412,0.6854328079583548,1.634875406002814,-0.23811043631205406,1.186734620177331,1.65728971714861,1.4363354057059785,0.0
-0.12879210016760012,0.269294752580734,1.1289371380770257,1.7147812302688785,-0.3998990621311371,-0.39767969361460404,2.7261508201103353,-1.1840305582225594,0.0
-1.3701556864224902,1.4891131083282896,0.1065559841070248,1.313505043147639,0.5055892418358746,1.9725421767898081,0.26140449736044946,-1.385987942398998,0.0
0.2643778644169219,0.7451508642848174,0.48875083561685245,0.47088868284674507,-2.3843067887857456,0.08277290378542575,1.1792676101908721,0.03678283317423478,1.0
-1.353953410795225,0.8107986455917099,0.14781960311050163,1.3584492313532492,0.6549755842216898,0.03471374875256186,0.36098461099499823,-1.9685042134380537,0.0
2.1337171619549125,0.887079776446287,0.17446851935531588,-1.5613753080107522,-1.1979664292172616,0.3896045240919878,0.4148134118458975,-2.220421008935126,1.0
-1.148485910587649,-0.031203488939083975,0.07112437006101603,1.0751273021674845,-0.863493604964934,1.643378155804534,0.17518839758469695,0.36064789143579495,0.0
-0.11043896464923297,-0.8015275901045416,0.9067894596635473,1.3832814481971436,-0.5125341106465501,-0.7717408145967823,2.189730972955501,-0.497961846817842,1.0
-1.8691920179786692,-1.479444223139724,-0.1491412785471932,1.3730644168794055,2.303638752104789,1.0683793336940164,-0.35445946711797593,0.604120889588518,0.0
-0.8621285334594961,-0.8950698422766047,0.3335012755275859,1.205430331133096,-1.1755946056248516,0.17183933979353122,0.8078211541760085,0.5532512199847837,0.0
0.14358910845929407,0.1353383478922909,1.021299565077965,1.330707259249566,-1.0921212003485672,-1.7422216926352752,2.4654441525207953,-0.5460417988167212,1.0
-0.6819335760310199,-1.5486182988637467,0.9027292120845445,1.8621638824959683,-0.1767741631157821,-0.20585943088034037,2.18165049385669,-0.7465783465402389,0.0
-0.9824506341196394,-0.6085897232397004,0.342587632250912,1.3203921608979647,-0.8245141615276735,1.1356201471829441,0.8301224249698667,-1.1062935124116342,0.0
-1.596094266195463,1.1210306673244714,0.18103160208189306,1.6110307959918513,-0.8224199323822006,-0.5240883979345925,0.4419032712157952,0.152354872033722,0.0
-1.456011753125576,0.34233783448962146,0.041182442555433775,1.2933420561750195,-0.33513778117145177,1.9870611116994412,0.10382214816304536,-0.5309708978119645,0.0
1.57099976868977,-0.8370901336150396,0.1855913258153997,-1.0683432757273035,1.1400678464951604,-0.32115903870570245,0.4433652024281062,-1.5856257067695927,1.0
